C:\Users\hp\Desktop\Data\IMG\center_2019_05_29_10_00_46_025.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_29_10_00_46_025.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_29_10_00_46_025.jpg, 0, 0, 0, 7.994814E-05
C:\Users\hp\Desktop\Data\IMG\center_2019_05_29_10_00_46_128.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_29_10_00_46_128.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_29_10_00_46_128.jpg, 0, 0, 0, 7.775805E-05
C:\Users\hp\Desktop\Data\IMG\center_2019_05_29_10_00_46_231.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_29_10_00_46_231.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_29_10_00_46_231.jpg, 0, 0, 0, 7.794845E-05
C:\Users\hp\Desktop\Data\IMG\center_2019_05_29_10_00_46_334.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_29_10_00_46_334.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_29_10_00_46_334.jpg, 0, 0, 0, 7.867884E-05
C:\Users\hp\Desktop\Data\IMG\center_2019_05_29_10_00_46_437.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_29_10_00_46_437.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_29_10_00_46_437.jpg, 0, 0, 0, 7.827711E-05
C:\Users\hp\Desktop\Data\IMG\center_2019_05_29_10_00_46_539.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_29_10_00_46_539.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_29_10_00_46_539.jpg, 0, 0, 0, 7.897642E-05
C:\Users\hp\Desktop\Data\IMG\center_2019_05_29_10_00_46_642.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_29_10_00_46_642.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_29_10_00_46_642.jpg, 0, 0, 0, 7.994712E-05
C:\Users\hp\Desktop\Data\IMG\center_2019_05_29_10_00_46_745.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_29_10_00_46_745.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_29_10_00_46_745.jpg, 0, 0, 0, 7.782847E-05
C:\Users\hp\Desktop\Data\IMG\center_2019_05_29_10_00_46_845.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_29_10_00_46_845.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_29_10_00_46_845.jpg, 0, 0, 0, 7.820662E-05
C:\Users\hp\Desktop\Data\IMG\center_2019_05_29_10_00_46_946.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_29_10_00_46_946.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_29_10_00_46_946.jpg, 0, 0, 0, 7.98955E-05
C:\Users\hp\Desktop\Data\IMG\center_2019_05_29_10_00_47_051.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_29_10_00_47_051.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_29_10_00_47_051.jpg, 0, 0.08342662, 0, 0.02124863
C:\Users\hp\Desktop\Data\IMG\center_2019_05_29_10_00_47_155.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_29_10_00_47_155.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_29_10_00_47_155.jpg, 0, 0.388571, 0, 0.3753125
C:\Users\hp\Desktop\Data\IMG\center_2019_05_29_10_00_47_256.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_29_10_00_47_256.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_29_10_00_47_256.jpg, 0, 0.6906762, 0, 1.031231
C:\Users\hp\Desktop\Data\IMG\center_2019_05_29_10_00_47_361.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_29_10_00_47_361.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_29_10_00_47_361.jpg, 0, 0.9913301, 0, 2.10852
C:\Users\hp\Desktop\Data\IMG\center_2019_05_29_10_00_47_463.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_29_10_00_47_463.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_29_10_00_47_463.jpg, 0, 1, 0, 3.286673
C:\Users\hp\Desktop\Data\IMG\center_2019_05_29_10_00_47_565.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_29_10_00_47_565.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_29_10_00_47_565.jpg, -0.3076681, 1, 0, 4.679471
C:\Users\hp\Desktop\Data\IMG\center_2019_05_29_10_00_47_669.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_29_10_00_47_669.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_29_10_00_47_669.jpg, -0.3471228, 1, 0, 5.815665
C:\Users\hp\Desktop\Data\IMG\center_2019_05_29_10_00_47_772.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_29_10_00_47_772.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_29_10_00_47_772.jpg, -0.04998123, 1, 0, 6.96425
C:\Users\hp\Desktop\Data\IMG\center_2019_05_29_10_00_47_873.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_29_10_00_47_873.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_29_10_00_47_873.jpg, 0, 1, 0, 8.097198
C:\Users\hp\Desktop\Data\IMG\center_2019_05_29_10_00_47_976.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_29_10_00_47_976.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_29_10_00_47_976.jpg, 0, 1, 0, 9.223068
C:\Users\hp\Desktop\Data\IMG\center_2019_05_29_10_00_48_080.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_29_10_00_48_080.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_29_10_00_48_080.jpg, 0, 1, 0, 10.33804
